route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
51,2008T-ht2008a1-Weekday-90,16726186,"51B MetroHealth Line to E. 12-Rockwell",0,2245788,510307
51,2008T-ht2008a1-Weekday-90,16726188,"51A MetroHealth Line to E. 12-Rockwell",0,2245788,510326
51,2008T-ht2008a1-Weekday-90,16726189,"51A MetroHealth Line to Parma TC",1,2245788,510325
51,2008T-ht2008a1-Weekday-90,16726190,"51A MetroHealth Line to Public Square",0,2245788,510322
51,2008T-ht2008a1-Weekday-90,16726191,"51A MetroHealth Line to E. 12-Rockwell",0,2245787,510326
51,2008T-ht2008a1-Weekday-90,16726192,"51C MetroHealth Line to Garfield Commons",1,2245787,510264
51,2008T-ht2008a1-Weekday-90,16726193,"51A MetroHealth Line to E. 12-Rockwell",0,2245788,510326
51,2008T-ht2008a1-Weekday-90,16726194,"51C MetroHealth Line to Garfield Commons",1,2245788,510264
51,2008T-ht2008a1-Weekday-90,16726195,"51C MetroHealth Line to E. 12-Rockwell",0,2245787,510311
51,2008T-ht2008a1-Weekday-90,16726196,"51C MetroHealth Line to E. 12-Rockwell",0,2245788,510311
51,2008T-ht2008a1-Weekday-90,16726197,"51A MetroHealth Line to Parma TC",1,2245788,510328
51,2008T-ht2008a1-Weekday-90,16726198,"51A MetroHealth Line to Parma TC",1,2245787,510328
51,2008T-ht2008a1-Weekday-90,16726199,"51A MetroHealth Line to E. 12-Rockwell",0,2245788,510326
51,2008T-ht2008a1-Weekday-90,16726200,"51B MetroHealth Line to Broadview Hts",1,2245787,510262
51,2008T-ht2008a1-Weekday-90,16726201,"51A MetroHealth Line to E. 12-Rockwell",0,2245787,510326
51,2008T-ht2008a1-Weekday-90,16726202,"51B MetroHealth Line to Broadview Hts",1,2245788,510262
51,2008T-ht2008a1-Weekday-90,16726203,"51B MetroHealth Line to Broadview Hts",1,2245789,510245
51,2008T-ht2008a1-Weekday-90,16726204,"51B MetroHealth Line to E. 12-Rockwell",0,2245789,510307
51,2008T-ht2008a1-Weekday-90,16726205,"51A MetroHealth Line to E. 12-Rockwell",0,2245789,510326
51,2008T-ht2008a1-Weekday-90,16726206,"51B MetroHealth Line to Broadview Hts",1,2245789,510262
51,2008T-ht2008a1-Weekday-90,16726207,"51B MetroHealth Line to E. 12-Rockwell",0,2245789,510307
51,2008T-ht2008a1-Weekday-90,16726208,"51 MetroHealth Line to Public Square",0,2245789,510339
51,2008T-ht2008a1-Weekday-90,16726209,"51C MetroHealth Line to Garfield Commons",1,2245789,510264
51,2008T-ht2008a1-Weekday-90,16726210,"51C MetroHealth Line to E. 12-Rockwell",0,2245789,510311
51,2008T-ht2008a1-Weekday-90,16726211,"51A MetroHealth Line to Parma TC",1,2245789,510328
51,2008T-ht2008a1-Weekday-90,16726213,"51B MetroHealth Line to E. 12-Rockwell",0,2245787,510307
51,2008T-ht2008a1-Weekday-90,16726214,"51A MetroHealth Line to Parma TC",1,2245789,510328
51,2008T-ht2008a1-Weekday-90,16726215,"51A MetroHealth Line to Parma TC",1,2245789,510328
51,2008T-ht2008a1-Weekday-90,16726216,"51A MetroHealth Line to E. 12-Rockwell",0,2245789,510326
51,2008T-ht2008a1-Weekday-90,16726217,"51A MetroHealth Line to Parma TC",1,2245787,510328
51,2008T-ht2008a1-Weekday-90,16726218,"51B MetroHealth Line to Public Square",0,2245788,510308
51,2008T-ht2008a1-Weekday-90,16726219,"51A MetroHealth Line to Public Square",0,2245789,510322
51,2008T-ht2008a1-Weekday-90,16726220,"51A MetroHealth Line to Public Square",0,2245787,510322
51,2008T-ht2008a1-Weekday-90,16726221,"51A MetroHealth Line to Parma TC",1,2245788,510325
51,2008T-ht2008a1-Weekday-90,16726222,"51C MetroHealth Line to Garfield Commons",1,2245789,510265
51,2008T-ht2008a1-Weekday-90,16726224,"51A MetroHealth Line to Public Square",0,2245788,510322
51,2008T-ht2008a1-Weekday-90,16726225,"51C MetroHealth Line to Public Square",0,2245789,510312
51,2008T-ht2008a1-Weekday-90,16726226,"51A MetroHealth Line to Parma TC",1,2245788,510325
51,2008T-ht2008a1-Weekday-90,16726228,"51A MetroHealth Line to Public Square",0,2245788,510322
51,2008T-ht2008a1-Weekday-90,16726229,"51A MetroHealth Line to Parma TC",1,2245788,510325
51,2008T-ht2008a1-Weekday-90,16726230,"51A MetroHealth Line to Public Square",0,2245788,510322
51,2008T-ht2008a1-Weekday-90,16726232,"51C MetroHealth Line to E. 12-Rockwell",0,2245790,510311
51,2008T-ht2008a1-Weekday-90,16726233,"51C MetroHealth Line to Garfield Commons",1,2245790,510264
51,2008T-ht2008a1-Weekday-90,16726234,"51A MetroHealth Line to Parma TC",1,2245790,510328
51,2008T-ht2008a1-Weekday-90,16726235,"51B MetroHealth Line to E. 12-Rockwell",0,2245790,510307
51,2008T-ht2008a1-Weekday-90,16726236,"51C MetroHealth Line to Garfield Commons",1,2245790,510264
51,2008T-ht2008a1-Weekday-90,16726237,"51B MetroHealth Line to Broadview Hts",1,2245790,510262
51,2008T-ht2008a1-Weekday-90,16726238,"51B MetroHealth Line to E. 12-Rockwell",0,2245790,510307
51,2008T-ht2008a1-Weekday-90,16726239,"51A MetroHealth Line to E. 12-Rockwell",0,2245790,510326
51,2008T-ht2008a1-Weekday-90,16726240,"51A MetroHealth Line to Public Square",0,2245790,510323
51,2008T-ht2008a1-Weekday-90,16726241,"51B MetroHealth Line to Brookpark",1,2245790,510293
51,2008T-ht2008a1-Weekday-90,16726242,"51A MetroHealth Line to Parma TC",1,2245790,510328
51,2008T-ht2008a1-Weekday-90,16726243,"51A MetroHealth Line to E. 12-Rockwell",0,2245790,510326
51,2008T-ht2008a1-Weekday-90,16726245,"51A MetroHealth Line to Parma TC",1,2245790,510328
51,2008T-ht2008a1-Weekday-90,16726246,"51 MetroHealth Line to Drake/Howe",1,2245790,510333
51,2008T-ht2008a1-Weekday-90,16726247,"51C MetroHealth Line to Public Square",0,2245790,510312
51,2008T-ht2008a1-Weekday-90,16726248,"51B MetroHealth Line to Broadview Hts",1,2245790,510245
51,2008T-ht2008a1-Weekday-90,16726249,"51 MetroHealth Line to Public Square",0,2245790,510330
51,2008T-ht2008a1-Weekday-90,16726250,"51A MetroHealth Line to E. 12-Rockwell",0,2245790,510326
51,2008T-ht2008a1-Weekday-90,16726251,"51B MetroHealth Line to Public Square",0,2245790,510308
51,2008T-ht2008a1-Weekday-90,16726252,"51B MetroHealth Line to Brookpark",1,2245790,510293
51,2008T-ht2008a1-Weekday-90,16726253,"51A MetroHealth Line to Public Square",0,2245790,510323
51,2008T-ht2008a1-Weekday-90,16726254,"51B MetroHealth Line to Brookpark",1,2245790,510293
51,2008T-ht2008a1-Weekday-90,16726255,"51 MetroHealth Line to Drake/Howe",1,2245791,510343
51,2008T-ht2008a1-Weekday-90,16726256,"51 MetroHealth Line to Drake/Howe",1,2245791,510343
51,2008T-ht2008a1-Weekday-90,16726257,"51 MetroHealth Line to E. 12-Rockwell",0,2245791,510336
51,2008T-ht2008a1-Weekday-90,16726259,"51 MetroHealth Line to E. 12-Rockwell",0,2245791,510336
51,2008T-ht2008a1-Weekday-90,16726260,"51B MetroHealth Line to Public Square",0,2245791,510308
51,2008T-ht2008a1-Weekday-90,16726261,"51 MetroHealth Line to Drake/Howe",1,2245791,510334
51,2008T-ht2008a1-Weekday-90,16726262,"51 MetroHealth Line to Drake/Howe",1,2245791,510343
51,2008T-ht2008a1-Weekday-90,16726263,"51 MetroHealth Line to Public Square",0,2245791,510330
51,2008T-ht2008a1-Weekday-90,16726264,"51A MetroHealth Line to Public Square",0,2245790,510323
51,2008T-ht2008a1-Weekday-90,16726265,"51 MetroHealth Line to Public Square",0,2245791,510330
51,2008T-ht2008a1-Weekday-90,16726266,"51B MetroHealth Line to Broadview Hts",1,2245791,510245
51,2008T-ht2008a1-Weekday-90,16726267,"51 MetroHealth Line to Drake/Howe",1,2245791,510342
51,2008T-ht2008a1-Weekday-90,16726268,"51 MetroHealth Line to E. 12-Rockwell",0,2245791,510336
51,2008T-ht2008a1-Weekday-90,16726270,"51 MetroHealth Line to Drake/Howe",1,2245791,510333
51,2008T-ht2008a1-Weekday-90,16726271,"51 MetroHealth Line to E. 12-Rockwell",0,2245791,510336
51,2008T-ht2008a1-Weekday-90,16726273,"51C MetroHealth Line to Garfield Commons",1,2245792,510264
51,2008T-ht2008a1-Weekday-90,16726274,"51C MetroHealth Line to E. 12-Rockwell",0,2245792,510311
51,2008T-ht2008a1-Weekday-90,16726275,"51C MetroHealth Line to E. 12-Rockwell",0,2245792,510311
51,2008T-ht2008a1-Weekday-90,16726276,"51A MetroHealth Line to E. 12-Rockwell",0,2245792,510326
51,2008T-ht2008a1-Weekday-90,16726277,"51C MetroHealth Line to Garfield Commons",1,2245792,510264
51,2008T-ht2008a1-Weekday-90,16726278,"51A MetroHealth Line to Parma TC",1,2245792,510328
51,2008T-ht2008a1-Weekday-90,16726280,"51A MetroHealth Line to E. 12-Rockwell",0,2245792,510326
51,2008T-ht2008a1-Weekday-90,16726281,"51A MetroHealth Line to E. 12-Rockwell",0,2245792,510326
51,2008T-ht2008a1-Weekday-90,16726283,"51A MetroHealth Line to Parma TC",1,2245792,510328
51,2008T-ht2008a1-Weekday-90,16726284,"51B MetroHealth Line to E. 12-Rockwell",0,2245792,510307
51,2008T-ht2008a1-Weekday-90,16726285,"51A MetroHealth Line to Parma TC",1,2245792,510328
51,2008T-ht2008a1-Weekday-90,16726286,"51A MetroHealth Line to Public Square",0,2245792,510322
51,2008T-ht2008a1-Weekday-90,16726287,"51B MetroHealth Line to Broadview Hts",1,2245792,510262
51,2008T-ht2008a1-Weekday-90,16726288,"51 MetroHealth Line to E. 12-Rockwell",0,2245793,510337
51,2008T-ht2008a1-Weekday-90,16726289,"51 MetroHealth Line to Drake/Howe",1,2245793,510343
51,2008T-ht2008a1-Weekday-90,16726290,"51B MetroHealth Line to Public Square",0,2245793,510308
51,2008T-ht2008a1-Weekday-90,16726291,"51 MetroHealth Line to W. 130th",1,2245793,510345
51,2008T-ht2008a1-Weekday-90,16726292,"51 MetroHealth Line to E. 12-Rockwell",0,2245793,510336
51,2008T-ht2008a1-Weekday-90,16726293,"51 MetroHealth Line to Drake/Howe",1,2245793,510343
51,2008T-ht2008a1-Weekday-90,16726295,"51 MetroHealth Line to Drake/Howe",1,2245793,510342
51,2008T-ht2008a1-Weekday-90,16726296,"51 MetroHealth Line to Public Square",0,2245793,510330
51,2008T-ht2008a1-Weekday-90,16726297,"51 MetroHealth Line to Drake/Howe",1,2245793,510343
51,2008T-ht2008a1-Weekday-90,16726298,"51 MetroHealth Line to Drake/Howe",1,2245793,510342
51,2008T-ht2008a1-Weekday-90,16726299,"51 MetroHealth Line to E. 12-Rockwell",0,2245793,510336
51,2008T-ht2008a1-Weekday-90,16726300,"51B MetroHealth Line to Broadview Hts",1,2245793,510245
51,2008T-ht2008a1-Weekday-90,16726301,"51 MetroHealth Line to E. 12-Rockwell",0,2245793,510338
51,2008T-ht2008a1-Weekday-90,16726302,"51 MetroHealth Line to E. 12-Rockwell",0,2245793,510336
51,2008T-ht2008a1-Weekday-90,16726303,"51A MetroHealth Line to Parma TC",1,2245794,510328
51,2008T-ht2008a1-Weekday-90,16726304,"51A MetroHealth Line to Parma TC",1,2245794,510328
51,2008T-ht2008a1-Weekday-90,16726305,"51A MetroHealth Line to Parma TC",1,2245794,510328
51,2008T-ht2008a1-Weekday-90,16726306,"51A MetroHealth Line to E. 12-Rockwell",0,2245794,510326
51,2008T-ht2008a1-Weekday-90,16726307,"51B MetroHealth Line to E. 12-Rockwell",0,2245794,510307
51,2008T-ht2008a1-Weekday-90,16726308,"51C MetroHealth Line to E. 12-Rockwell",0,2245794,510311
51,2008T-ht2008a1-Weekday-90,16726309,"51B MetroHealth Line to Broadview Hts",1,2245794,510245
51,2008T-ht2008a1-Weekday-90,16726310,"51C MetroHealth Line to Garfield Commons",1,2245794,510264
51,2008T-ht2008a1-Weekday-90,16726312,"51C MetroHealth Line to Public Square",0,2245794,510312
51,2008T-ht2008a1-Weekday-90,16726313,"51C MetroHealth Line to Garfield Commons",1,2245794,510264
51,2008T-ht2008a1-Weekday-90,16726315,"51B MetroHealth Line to E. 12-Rockwell",0,2245794,510307
51,2008T-ht2008a1-Weekday-90,16726316,"51A MetroHealth Line to E. 12-Rockwell",0,2245794,510326
51,2008T-ht2008a1-Weekday-90,16726317,"51B MetroHealth Line to Broadview Hts",1,2245794,510262
51,2008T-ht2008a1-Weekday-90,16726318,"51A MetroHealth Line to E. 12-Rockwell",0,2245794,510326
51,2008T-ht2008a1-Weekday-90,16726319,"51A MetroHealth Line to Parma TC",1,2245795,510328
51,2008T-ht2008a1-Weekday-90,16726320,"51A MetroHealth Line to Parma TC",1,2245795,510328
51,2008T-ht2008a1-Weekday-90,16726322,"51C MetroHealth Line to Garfield Commons",1,2245795,510264
51,2008T-ht2008a1-Weekday-90,16726323,"51C MetroHealth Line to E. 12-Rockwell",0,2245795,510311
51,2008T-ht2008a1-Weekday-90,16726325,"51A MetroHealth Line to Parma TC",1,2245795,510328
51,2008T-ht2008a1-Weekday-90,16726326,"51C MetroHealth Line to Garfield Commons",1,2245795,510265
51,2008T-ht2008a1-Weekday-90,16726327,"51B MetroHealth Line to Broadview Hts",1,2245795,510262
51,2008T-ht2008a1-Weekday-90,16726328,"51C MetroHealth Line to E. 12-Rockwell",0,2245795,510311
51,2008T-ht2008a1-Weekday-90,16726329,"51A MetroHealth Line to E. 12-Rockwell",0,2245795,510326
51,2008T-ht2008a1-Weekday-90,16726330,"51B MetroHealth Line to E. 12-Rockwell",0,2245795,510307
51,2008T-ht2008a1-Weekday-90,16726331,"51A MetroHealth Line to Parma TC",1,2245795,510328
51,2008T-ht2008a1-Weekday-90,16726332,"51A MetroHealth Line to E. 12-Rockwell",0,2245795,510326
51,2008T-ht2008a1-Weekday-90,16726333,"51A MetroHealth Line to E. 12-Rockwell",0,2245795,510326
51,2008T-ht2008a1-Weekday-90,16726334,"51A MetroHealth Line to E. 12-Rockwell",0,2245796,510326
51,2008T-ht2008a1-Weekday-90,16726336,"51B MetroHealth Line to Broadview Hts",1,2245796,510262
51,2008T-ht2008a1-Weekday-90,16726337,"51B MetroHealth Line to E. 12-Rockwell",0,2245796,510307
51,2008T-ht2008a1-Weekday-90,16726338,"51A MetroHealth Line to Parma TC",1,2245796,510328
51,2008T-ht2008a1-Weekday-90,16726339,"51C MetroHealth Line to E. 12-Rockwell",0,2245796,510311
51,2008T-ht2008a1-Weekday-90,16726340,"51A MetroHealth Line to Parma TC",1,2245796,510328
51,2008T-ht2008a1-Weekday-90,16726342,"51A MetroHealth Line to E. 12-Rockwell",0,2245796,510326
51,2008T-ht2008a1-Weekday-90,16726343,"51A MetroHealth Line to Parma TC",1,2245796,510325
51,2008T-ht2008a1-Weekday-90,16726344,"51A MetroHealth Line to E. 12-Rockwell",0,2245796,510326
51,2008T-ht2008a1-Weekday-90,16726345,"51A MetroHealth Line to Parma TC",1,2245796,510325
51,2008T-ht2008a1-Weekday-90,16726346,"51A MetroHealth Line to Public Square",0,2245796,510322
51,2008T-ht2008a1-Weekday-90,16726347,"51A MetroHealth Line to Parma TC",1,2245796,510325
51,2008T-ht2008a1-Weekday-90,16726348,"51B MetroHealth Line to Public Square",0,2245796,510308
51,2008T-ht2008a1-Weekday-90,16726349,"51B MetroHealth Line to Broadview Hts",1,2245796,510262
51,2008T-ht2008a1-Weekday-90,16726350,"51C MetroHealth Line to E. 12-Rockwell",0,2245796,510311
51,2008T-ht2008a1-Weekday-90,16726351,"51A MetroHealth Line to Public Square",0,2245796,510322
51,2008T-ht2008a1-Weekday-90,16726352,"51C MetroHealth Line to Garfield Commons",1,2245796,510264
51,2008T-ht2008a1-Weekday-90,16726353,"51A MetroHealth Line to Parma TC",1,2245796,510328
51,2008T-ht2008a1-Weekday-90,16726355,"51 MetroHealth Line to Drake/Howe",1,2245797,510343
51,2008T-ht2008a1-Weekday-90,16726357,"51 MetroHealth Line to E. 12-Rockwell",0,2245797,510336
51,2008T-ht2008a1-Weekday-90,16726358,"51 MetroHealth Line to Public Square",0,2245797,510330
51,2008T-ht2008a1-Weekday-90,16726359,"51B MetroHealth Line to Public Square",0,2245797,510308
51,2008T-ht2008a1-Weekday-90,16726360,"51 MetroHealth Line to Drake/Howe",1,2245797,510333
51,2008T-ht2008a1-Weekday-90,16726361,"51 MetroHealth Line to E. 12-Rockwell",0,2245797,510336
51,2008T-ht2008a1-Weekday-90,16726362,"51 MetroHealth Line to Drake/Howe",1,2245797,510342
51,2008T-ht2008a1-Weekday-90,16726363,"51 to Denison",0,2245797,510340
51,2008T-ht2008a1-Weekday-90,16726364,"51B MetroHealth Line to Broadview Hts",1,2245797,510245
51,2008T-ht2008a1-Weekday-90,16726365,"51 MetroHealth Line to Drake/Howe",1,2245797,510334
51,2008T-ht2008a1-Weekday-90,16726366,"51 MetroHealth Line to E. 12-Rockwell",0,2245797,510336
51,2008T-ht2008a1-Weekday-90,16726367,"51 MetroHealth Line to E. 12-Rockwell",0,2245797,510336
51,2008T-ht2008a1-Weekday-90,16726368,"51 MetroHealth Line to Drake/Howe",1,2245797,510343
51,2008T-ht2008a1-Weekday-90,16726369,"51 MetroHealth Line to Drake/Howe",1,2245797,510343
51,2008T-ht2008a1-Weekday-90,16726370,"51B MetroHealth Line to Broadview Hts",1,2245798,510262
51,2008T-ht2008a1-Weekday-90,16726371,"51B MetroHealth Line to E. 12-Rockwell",0,2245798,510307
51,2008T-ht2008a1-Weekday-90,16726372,"51C MetroHealth Line to Garfield Commons",1,2245798,510264
51,2008T-ht2008a1-Weekday-90,16726373,"51 MetroHealth Line to Drake/Howe",1,2245798,510333
51,2008T-ht2008a1-Weekday-90,16726374,"51B MetroHealth Line to Broadview Hts",1,2245798,510262
51,2008T-ht2008a1-Weekday-90,16726375,"51C MetroHealth Line to E. 12-Rockwell",0,2245798,510311
51,2008T-ht2008a1-Weekday-90,16726376,"51A MetroHealth Line to E. 12-Rockwell",0,2245798,510326
51,2008T-ht2008a1-Weekday-90,16726377,"51B MetroHealth Line to Broadview Hts",1,2245798,510245
51,2008T-ht2008a1-Weekday-90,16726378,"51 MetroHealth Line to Public Square",0,2245798,510330
51,2008T-ht2008a1-Weekday-90,16726379,"51B to Denison",0,2245798,510277
51,2008T-ht2008a1-Weekday-90,16726380,"51A MetroHealth Line to Parma TC",1,2245798,510328
51,2008T-ht2008a1-Weekday-90,16726381,"51A MetroHealth Line to E. 12-Rockwell",0,2245798,510326
51,2008T-ht2008a1-Weekday-90,16726382,"51C MetroHealth Line to Garfield Commons",1,2245798,510264
51,2008T-ht2008a1-Weekday-90,16726383,"51A MetroHealth Line to Parma TC",1,2245798,510328
51,2008T-ht2008a1-Weekday-90,16726384,"51A MetroHealth Line to E. 12-Rockwell",0,2245798,510326
51,2008T-ht2008a1-Weekday-90,16726385,"51C MetroHealth Line to E. 12-Rockwell",0,2245798,510311
51,2008T-ht2008a1-Weekday-90,16726386,"51B MetroHealth Line to Public Square",0,2245798,510308
51,2008T-ht2008a1-Weekday-90,16726389,"51 MetroHealth Line to E. 12-Rockwell",0,2245799,510341
51,2008T-ht2008a1-Weekday-90,16726391,"51 MetroHealth Line to E. 12-Rockwell",0,2245799,510341
51,2008T-ht2008a1-Weekday-90,16726392,"51 MetroHealth Line to E. 12-Rockwell",0,2245799,510341
51,2008T-ht2008a1-Weekday-90,16726393,"51 MetroHealth Line to W. 130th",1,2245799,510344
51,2008T-ht2008a1-Weekday-90,16726394,"51 MetroHealth Line to Public Square",0,2245799,510331
51,2008T-ht2008a1-Weekday-90,16726395,"51 MetroHealth Line to W. 130th",1,2245799,510344
51,2008T-ht2008a1-Weekday-90,16726396,"51 MetroHealth Line to E. 12-Rockwell",0,2245799,510341
51,2008T-ht2008a1-Weekday-90,16726397,"51 MetroHealth Line to W. 130th",1,2245799,510344
51,2008T-ht2008a1-Weekday-90,16726398,"51 MetroHealth Line to W. 130th",1,2245799,510344
51,2008T-ht2008a1-Weekday-90,16726399,"51 MetroHealth Line to W. 130th",1,2245799,510344
51,2008T-ht2008a1-Weekday-90,16726400,"51 MetroHealth Line to E. 12-Rockwell",0,2245799,510341
51,2008T-ht2008a1-Weekday-90,16726401,"51 MetroHealth Line to E. 12-Rockwell",0,2245799,510341
51,2008T-ht2008a1-Weekday-90,16726402,"51 MetroHealth Line to W. 130th",1,2245799,510344
51,2008T-ht2008a1-Weekday-90,16726403,"51 MetroHealth Line to W. 130th",1,2245799,510345
51,2008T-ht2008a1-Weekday-90,16726405,"51 MetroHealth Line to W. 130th",1,2245800,510344
51,2008T-ht2008a1-Weekday-90,16726406,"51 MetroHealth Line to E. 12-Rockwell",0,2245800,510341
51,2008T-ht2008a1-Weekday-90,16726408,"51 MetroHealth Line to E. 12-Rockwell",0,2245800,510341
51,2008T-ht2008a1-Weekday-90,16726409,"51 MetroHealth Line to W. 130th",1,2245800,510344
51,2008T-ht2008a1-Weekday-90,16726411,"51 MetroHealth Line to W. 130th",1,2245800,510344
51,2008T-ht2008a1-Weekday-90,16726412,"51 MetroHealth Line to E. 12-Rockwell",0,2245800,510341
51,2008T-ht2008a1-Weekday-90,16726413,"51 MetroHealth Line to W. 130th",1,2245800,510345
51,2008T-ht2008a1-Weekday-90,16726414,"51 MetroHealth Line to E. 12-Rockwell",0,2245800,510341
